415 nm,445 nm,480 nm,515 nm,555 nm,560 nm,585 nm,590 nm,610 nm,630 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm
0.000247416,-0.019439301,-0.021523484,-0.00255272,0.000528586,0.001373385,0.000628166,0.001136784,0.00046983,0.000163905,0.00039051,5.87E-05,0.000356148,0.000275707,1.32E-05,2.83E-05,0.000178799,0.00015085,6.03E-05
