415 nm,445 nm,480 nm,515 nm,555 nm,560 nm,585 nm,590 nm,610 nm,630 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm
0.0019169660342409215,-0.025955382197474813,-0.029912503020043058,-0.001827964265958297,0.0027252987652071647,0.0006362752950446054,-6.834632328821602e-05,0.0014179631757431019,-0.0006864706894330616,-0.0006804538006897577,0.0005228106805419226,6.262618570162485e-05,0.0003950239530294704,0.00025518171146424526,-7.134672370587389e-05,-3.060344340288424e-05,0.00011288651175862672,0.00013681908496020108,7.72511484011634e-05
0.00024741641732286054,-0.019439301243319957,-0.021523483837526967,-0.0025527203082273734,0.0005285859006656121,0.001373385351638983,0.0006281656269144577,0.001136784337943668,0.0004698300692986476,0.00016390543069117608,0.0003905096560699228,5.8742759413508634e-05,0.00035614774797913253,0.0002757070082981454,1.3230466833219251e-05,2.829754099646034e-05,0.00017879931667735046,0.00015084957832225873,6.031460036813682e-05
-4.654326079584284e-05,-0.014897994347767236,-0.012460946865335252,-0.001585771237765904,-0.008157650573514814,-0.002758994847279077,0.002280350927513198,0.000630503461266212,-0.00023051737506210067,0.0004524857194025712,0.00038489023049771454,6.809742528164167e-05,0.0004165353465368948,0.0003909500279057172,9.556837767907427e-05,3.8787305484445885e-05,0.00011167065707348764,0.00012026368910488304,8.339620128594555e-05
-0.002320314034246169,-0.011064793807001566,-0.003458846932641113,0.004180816672437243,-0.008020875174364313,-0.006111733179116639,-0.000835592650762603,-0.00117273765083036,-0.00047271805186718466,0.00044324665753962817,0.00017425622594144851,1.2624165657442263e-05,0.0003564775012139971,0.000408244844431162,0.00013012112911573107,3.8406854304784e-05,8.778074078067739e-05,0.00011837369100972332,0.00010400495627572107
-0.004875456964836114,-0.016614902252886542,-0.014751734870264844,0.006370037281842733,0.012132098055722698,-0.0014002410117820822,-0.008186192391762527,-0.00019683252988545415,0.0007415784540198873,0.0001895602385852844,0.0007925504518657677,1.4582634821325136e-06,0.0004602996128451477,0.0004942531846157041,0.00010309447969015768,2.3939379868120028e-05,7.333724235284236e-05,0.00010387681299211244,8.769362956185951e-05
-0.0004713092920708428,-0.015393991804671882,-0.016484051906472157,0.0010222708463973535,0.00339786011031739,-0.0013649324726881307,-0.002777307026529809,0.00043674073084454777,0.0009701956856115711,0.0006579592027152473,0.0005054375630009281,0.00010713989932661533,0.0003435759940002487,0.00029039926400711586,2.302071198317045e-05,-1.7200766322892863e-05,3.956454476651403e-05,7.977412911677012e-05,7.1035996164617e-05
0.005023420773772373,-0.020576268682237223,-0.027105860336793294,-0.005885030673576201,-0.002387128476101448,0.0012131970344006343,0.002265866722653609,0.0008842516229540675,0.0006482206422374072,0.00031805667210010614,3.8787756415667054e-05,0.00015614596124931894,0.0002290191727680774,6.326689147142443e-05,-8.109027675503059e-05,-1.3164951190246024e-05,0.0001465793568852712,0.00012895558792539187,4.6609029801644416e-05
-0.001081781416450104,-0.018742981115757663,-0.015302490863122431,-0.00272932156501784,-0.00991478644463968,0.00039703881776169056,0.008425761042533566,0.0023377103272123056,-0.004244559754244078,-0.002717795711075293,0.00010769398891979486,-2.540451919508203e-05,0.00015208934184978416,7.639443867156027e-05,-0.0001389035699216251,6.672675882588464e-05,0.0002594278258408939,0.00011995323139648976,-4.204039233824872e-05
-0.0003003346233524072,-0.014146382167692598,-0.014791997263093564,-0.000945136484081982,-0.00018237232019911948,-0.001035734314985881,-0.0016187798737908009,0.0005154331992471492,0.0022839147081229316,0.0016317894045372728,0.00048408984392968616,0.00013212426128372356,0.0003590632936595216,0.0003256045298363028,0.0001080031484181628,-1.4547225856099707e-05,3.2273976207815303e-06,8.958444736704605e-05,0.00011550805332707132
0.005995556038090013,-0.019555120453933733,-0.029132843726910634,-0.010341876181465608,-0.003570085171327409,0.0034540292679951824,0.005153492842269795,0.0021278613102692304,-8.317910031233316e-05,-0.0007063306392616512,-0.00012763519259258518,0.0003872382866507256,-9.315982832717497e-05,-0.00043999029529852854,-0.0003288232361647425,-1.5338940468773165e-07,0.0002825698500169817,0.00015295261751505345,-3.9007865261840334e-05
-0.0013897005944449314,-0.0006087854865703176,0.0020688521083265903,0.0006621631864132966,-0.002840733163850752,-0.001235391585681582,9.623142369781165e-05,-0.0007261506067551878,-0.0001866893162152227,0.0005573206280303097,0.00012447883737411072,-2.8797081842008297e-05,0.00033119523917227417,0.0004223000258291045,0.0001857827044768136,2.4592492752170102e-05,-1.1851204445529411e-06,8.065584925629561e-05,0.0001296500122349457
-0.001972895385858549,-0.009864883326951913,-0.003832594002637212,0.0055645872882758435,-0.003683482373541496,-0.006259283809108375,-0.0032230280537667265,-0.0012380632137902207,0.0010912828925744812,0.0014972793969687459,0.0003295830733643591,0.00010076949118578144,0.00027335297126901577,0.0003040977352367872,0.00016376351487206408,7.605648446025566e-05,0.0001127249561521618,9.727330210635118e-05,6.535612605175541e-05
0.0036676623066495407,-0.01814103171363532,-0.02145791183640951,-0.0015011456086619114,-0.0014336914437756915,-0.001826990306631946,-0.0007374127797135574,0.000457797343740669,0.001681551573746112,0.0010721567003778615,0.00023093478750673332,0.00016964097284936943,0.00019862657618971392,0.00010211900477347428,-6.632932481085742e-06,-1.6705254683508343e-05,7.216433892177329e-05,9.996891888527027e-05,6.870123940940761e-05
-0.0072430126284448336,-0.0013507817276404135,0.005838122356819454,0.012640425745206171,0.012732625687792543,-0.004483891558567148,-0.011403677994536662,-0.0024498222046512915,0.0010513196736359543,0.0009875882513978576,0.0006329045903532912,-0.0001339388702585638,0.00016355358628949122,0.0003318408561748926,0.00019582352481585627,7.158527497095237e-05,4.952967278519353e-05,6.267922560062606e-05,7.398041700076358e-05
0.0027698343625161517,-0.015159681734290062,-0.01939078242612716,-0.0004579421806732015,0.003967886801842187,-0.0010574955530224077,-0.003019084693405317,0.0007071339971513359,0.0012386859345391583,0.0007811431622717669,0.0006377748587355241,7.94102700905915e-05,0.0003102294819833161,0.00022616983070706737,-3.965231750534487e-05,-8.371748836546748e-05,-5.200755960819243e-05,3.483302918974101e-05,6.377214269422129e-05
-0.0007224933445371222,-0.007462535597860393,-0.00859172848286244,-0.001390356477157236,0.0012837309995110545,0.0004422898410891101,-0.0006101656831041663,0.0011336452135525547,0.0013101471772043371,0.0007689322646835233,0.0005920770797949507,0.0001706678674645172,2.9912802989581502e-05,-9.030914830856834e-05,-0.00012310335963926873,-5.7129527612070685e-06,0.00010303658759664228,6.412639008783889e-05,-3.826096863987467e-06
-0.0046268464376519524,0.0030129164780130814,0.007961489495471798,0.0055961542162443435,0.0045177289780480015,-0.001200926080159044,-0.003933480164776206,-0.0011878747537276465,-0.00021304541593684248,0.0002513168665272585,0.0003553543431570001,-0.0001453064270439563,9.420146629427187e-05,0.0002973156422641362,0.0002101321049219321,7.164350374340093e-05,2.1420174354777975e-05,3.437024562237998e-05,5.846385755037427e-05
0.0005596048382962848,0.0017389987728863331,0.003604015717026345,-0.003387927645722446,-0.009743582937415042,0.001267058510926851,0.006784141055023278,0.00047343998627524976,-0.0003967676552179608,0.0004421756810927815,-8.839618341166056e-05,-9.034396614293907e-05,0.00018605069506380487,0.00028542575837461133,0.00013489062524319297,1.0957393588124435e-05,-2.4216499155965666e-05,3.632427396164241e-05,8.034305787214009e-05
0.0006904326088852455,-0.004028113026511005,-0.004589267842810923,-0.003077003922786776,-0.0043327212641437055,0.0017464429860137784,0.0037206534619432623,0.0003663299836477365,0.00045362102867318056,0.0006054179467403619,-1.87244839277552e-05,-3.4304654426952566e-05,7.957830402804619e-05,0.0001472903918910836,8.571499292066341e-05,1.9599707935971594e-05,6.260920304485733e-06,2.3812613763576606e-05,3.8281209675794015e-05
-0.00639079544454658,0.006269590849170857,0.014882134950741156,0.009669620935094003,0.004811088405305695,-0.0043241463728377364,-0.007456030666950296,-0.002642412852769123,0.00016929010964782367,0.0006742938700299312,0.00035076707915830674,-7.379123280692041e-05,0.00027943701169437854,0.0004373227600752557,0.00023285523531476845,0.00011697342615572457,8.27550938565252e-05,4.131030495344445e-05,2.372438114073497e-05
-0.008104427492689855,0.0007724471228938226,0.006589748333509872,0.009650672406880341,0.0149797115159152,0.0009003381213656056,-0.008974108963513406,-0.002364769697981736,-0.0006773407288140649,-0.0005581387276681372,0.00032066334218397744,-0.00024897698914139703,1.5608912442770283e-05,0.0001590609248930557,0.0001495236300673332,0.0003204625273394224,0.0004909353559907552,0.00017116391837174736,-8.053608896959049e-05
