w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19
24.836,362.125,146.278,130.721,142.937,178.482,89.765,54.123,41.297,16.872,6.213,5.621,6.729,6.487,3.013,2.647,1.421,4.178,3.378
